singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
7PCQeVyF9d,55.0,8.0,0.0,0.0,0.0,5,MDS4uORP8x,Lat Pulldown,ETUdt9dIcT,2017-11-06,fake_id_285
Dv0aXQm6jv,40.82336184920758,12.0,0.0,0.0,0.0,2,zKDHLwlsBV,Lat Pulldown,NbapqEE8Os,2018-11-18,fake_id_289
LA1e7Altmh,60.0,5.0,0.0,0.0,0.0,3,ngXWIwVHdE,Lat Pulldown,Yvy1FJnXDI,2017-10-29,fake_id_285
izSjHyMISt,55.0,12.0,0.0,0.0,0.0,1,utDljBCbIC,Lat Pulldown,R2YAF8oyiX,2017-10-22,fake_id_285
WThvGh3ON8,22.67964547178199,10.0,0.0,0.0,0.0,1,nuUfGzBkcA,Lat Pulldown,vHQcMSCGgX,2019-02-26,fake_id_286
senTDnHmAj,57.0,10.0,0.0,0.0,0.0,4,U2qn807Gr9,Lat Pulldown,iOMhexdU2k,2019-02-21,fake_id_291
Jj6GyRkmZM,10.0,5.0,,,,3,qaEn3W5YlO,Dumbbell Front Raise,rzPZNvsJkm,2017-09-24,fake_id_281
rVHRAn96Nt,10.0,8.0,0.0,0.0,0.0,4,uIPImVs0eK,Dumbbell Front Raise,vcCJeGXwu0,2018-05-24,fake_id_291
tDnHiT6a5C,12.5,12.0,0.0,0.0,0.0,3,eyONicmjjI,Dumbbell Front Raise,MmXOZGYeBT,2018-01-24,fake_id_285
L2PFDXm9xT,2.2679645471781993,15.0,0.0,0.0,0.0,2,F51W0DEFWk,Dumbbell Front Raise,3A1M3sleSQ,2019-02-07,fake_id_286
iixvMxnbhW,4.535929094356399,10.0,0.0,0.0,0.0,2,UDWcbmWHqT,Dumbbell Front Raise,mZ6haEVcCj,2019-07-16,fake_id_286
dDTGiHJYbp,10.0,5.0,,,,2,ie8CniKE5S,Dumbbell Front Raise,QUxLkt5FDX,2017-08-28,fake_id_281
RYOuSh49Wn,61.23504277381137,2.0,0.0,0.0,0.0,5,LzZ9iT5mKT,Close-Grip Bench Press,b3iSMMM6hw,2019-04-06,fake_id_299
odz8GrHfEC,70.30690096252415,10.0,0.0,0.0,0.0,2,wiBypCn8FU,Close-Grip Bench Press,WdsilFBwSK,2019-02-07,fake_id_283
QFfBj3SjGw,61.23504277381137,12.0,0.0,0.0,0.0,2,zPTBlDIkDQ,Close-Grip Bench Press,2bt4QdDM3X,2019-02-28,fake_id_283
A6zNnBf4OA,0.0,21.0,0.0,0.0,0.0,3,KW9YA1iFUX,Russian Twist,YdWHiJMGtq,2019-08-18,fake_id_288
GLFqmfoEG9,4.535929094356399,15.0,0.0,0.0,0.0,2,G6EZsHqNzB,Russian Twist,gomSTaD7hB,2019-01-31,fake_id_286
tt5ZrgWs42,18.14371637742559,6.0,0.0,0.0,0.0,3,hWnHquEN4F,Dumbbell Row,Rsq3d3cGIC,2018-12-04,fake_id_289
duIOyikgtS,24.94761001896019,12.0,0.0,0.0,0.0,3,STD9jrB72I,Dumbbell Row,6pizTLeuuN,2019-05-23,fake_id_283
iMkajhjDuU,15.87575183024739,10.0,0.0,0.0,0.0,4,m7oMw0GAjC,Dumbbell Row,D06FgA7Ru3,2018-07-18,fake_id_297
GfnkOLrpvv,18.0,8.0,0.0,0.0,0.0,3,5G7lHP6XDr,Dumbbell Row,PhfYU1oTga,2019-04-04,fake_id_291
3hvDj00zix,18.0,8.0,0.0,0.0,0.0,4,5G7lHP6XDr,Dumbbell Row,PhfYU1oTga,2019-04-04,fake_id_291
RGowqfMFBy,38.555397302029384,4.0,0.0,0.0,0.0,2,2jOQQNo4LP,Skullcrusher,Lc3RaFvYa7,2019-04-25,fake_id_295
rA9Fu2Xeyw,29.483539113316585,12.0,0.0,0.0,0.0,1,RBUxEDgA68,Skullcrusher,OBWpqWbYAP,2019-05-02,fake_id_295
5M5fDewYj2,24.94761001896019,12.0,0.0,0.0,0.0,3,j8PVpWnRGY,Skullcrusher,S1CDxGznfU,2019-03-23,fake_id_296
mu8fXqE2z8,24.94761001896019,10.0,0.0,0.0,0.0,2,vZ4pkDBrz4,Skullcrusher,Uap1hP38uY,2019-03-16,fake_id_299
RbbhNyTPYh,25.0,10.0,0.0,0.0,0.0,3,UNtRMERSWf,Skullcrusher,yTgKKFNXF2,2018-08-17,fake_id_291
o8cDDMyj2G,22.67964547178199,8.0,0.0,0.0,0.0,1,w4Gqfkof3Z,Lying Hamstrings Curl,Ilsxf4F7FZ,2019-02-07,fake_id_295
FTAzJcEOZI,0.0,20.0,0.0,0.0,0.0,1,0d4vHdFfds,Back Extensions,t43jCByLHm,2019-03-27,fake_id_284
B7CiBeqVQh,0.0,15.0,0.0,0.0,0.0,1,nrrYvQglGE,Back Extensions,MaIF8axDtT,2019-04-26,fake_id_284
X6K4eD3fwo,16.147907575908775,12.0,0.0,0.0,0.0,3,wTQGsrKAHt,Air Squats,5JFnmzcJaM,2019-03-06,fake_id_286
9Bnl6GJLL3,16.238626157795903,12.0,0.0,0.0,0.0,4,FjFrJuEJZH,Air Squats,fsrgjdRADt,2019-02-18,fake_id_286
pm3Jq1Slqf,58.96707822663317,4.0,0.0,0.0,0.0,3,uCzImyZG21,Cable Rope Tricep Extension,qlLnMAV8t7,2019-03-26,fake_id_295
ERjVEo5v7v,18.14371637742559,8.0,0.0,0.0,0.0,1,Khwmtyphhj,Cable Rope Tricep Extension,d6qQIHJ7tq,2019-04-17,fake_id_284
OSFfwuVDEM,31.75150366049478,8.0,0.0,0.0,0.0,3,sRYXQHfQ4f,Cable Rope Tricep Extension,srVWKuUJVB,2019-02-14,fake_id_284
kfQfS6pQv2,30.0,8.0,0.0,0.0,0.0,3,lBGV5S1ztx,Cable Rope Tricep Extension,94ZjURVlrZ,2018-06-17,fake_id_291
7Xl5cAB94g,13.607787283069193,10.0,0.0,0.0,0.0,1,fsEfxDiHnC,Cable Rope Tricep Extension,AG3J2uoHBV,2019-04-26,fake_id_290
PH40cPpDur,52.16318458509857,3.0,0.0,0.0,0.0,2,3A7Gr2xOre,Romanian Deadlift,qItFkd7ZJF,2019-02-18,fake_id_299
MKRYLzEX1P,34.01946820767298,8.0,0.0,0.0,0.0,5,wlqb39n7KW,Romanian Deadlift,8zb2juyO2z,2019-06-30,fake_id_285
LFGmUoTqTL,135.0,10.0,,,,2,DtlLoWZe5I,Romanian Deadlift,RWDkdkMAma,2017-05-31,fake_id_280
omaQGeXAm7,16.0,12.0,0.0,0.0,0.0,2,GMf3yFDFqT,EZ-Bar Curl,LOQl5OapVC,2018-03-26,fake_id_291
bkBMYehcB3,27.215574566138386,10.0,0.0,0.0,0.0,2,jZ85enAv3P,EZ-Bar Curl,HW33UNrkYx,2019-06-14,fake_id_299
JAUkHxJgqm,4.0,12.0,0.0,0.0,0.0,3,1booAvagZ4,Dumbbell Kickbacks,XBVymOA2iN,2017-12-19,fake_id_291
WGqLFoRcs6,6.0,12.0,0.0,0.0,0.0,1,1ENSaCHEOU,Dumbbell Kickbacks,xL9ryh8Ft3,2018-01-03,fake_id_291
FKov8YzV3m,4.535929094356399,15.0,0.0,0.0,0.0,3,g8AVSTdN8a,Dumbbell Kickbacks,Nt1aYM0x2v,2019-01-24,fake_id_286
Ew8nfy94kN,9.0,12.0,0.0,0.0,0.0,4,zLyn3ghzDD,Dumbbell Kickbacks,3Dz2WsaPGl,2018-09-30,fake_id_291
oNrWZobNUn,6.8038936415345965,5.0,0.0,0.0,0.0,2,RGXmkzS8zT,Dumbbell Kickbacks,CkAxEER7W5,2019-02-01,fake_id_290
oNGr69j4pi,0.0,22.0,0.0,0.0,0.0,1,CgHnj6Yaed,Crunches,Tei8KM5nbh,2019-08-16,fake_id_285
uZAF2azOPZ,0.0,25.0,0.0,0.0,0.0,2,BGJQRtAHUE,Crunches,NuSiPOn6OL,2019-02-02,fake_id_283
vgo0IQXgqF,0.0,12.0,0.0,0.0,0.0,3,xrMNu3cfAl,Crunches,GYnvjb9zIr,2017-10-23,fake_id_285
syB21sQZVC,95.0,1.0,0.0,0.0,0.0,5,0qMMCPsHs9,Back Squat,tmJavW7gQx,2018-11-28,fake_id_300
KVFWwnfbDe,22.67964547178199,9.0,0.0,0.0,0.0,2,BUzo0I1nSs,Back Squat,gQU4odFO6h,2019-07-15,fake_id_286
YDXdvAkALH,22.67964547178199,8.0,0.0,0.0,0.0,3,0Vv9Y9qXCC,Back Squat,o5eE3vw3Ka,2019-04-22,fake_id_286
q4aeKd3ao5,15.0,10.0,0.0,0.0,0.0,1,rPbAbS1KYF,Back Squat,tX8KF6cPpD,2017-10-22,fake_id_281
KVrzwcBJOk,15.0,8.0,,,,1,kdr7Mx1JoY,Back Squat,xd2atejiFW,2017-09-11,fake_id_281
CSjFyDyFP2,47.627255490742165,5.0,0.0,0.0,0.0,2,A7BNcUf2WS,Back Squat,gEv5kHgZCQ,2019-07-16,fake_id_285
oFCECgEAOY,85.0,12.0,0.0,0.0,0.0,4,L3VFNGDRT0,Back Squat,sY1fE2NP97,2019-03-03,fake_id_293
qSA2JjIPhU,70.0,8.0,0.0,0.0,0.0,7,l4B6A62gBw,Back Squat,MsoNA2Pyd5,2018-01-27,fake_id_285
GuaD6YRVSX,15.0,10.0,,,,3,jZwItrXtl2,Back Squat,hDPj8WqfzR,2017-07-20,fake_id_281
RuVTtuhFPY,15.0,8.0,,,,1,tKYmJo9GQm,Back Squat,yh4wfagQhH,2017-09-02,fake_id_281
undaUAfOrI,136.07787283069192,5.0,0.0,0.0,0.0,1,JzTniHg13p,Leg Press,tql0BkuBy3,2019-05-06,fake_id_289
ZZaVu03zcK,29.483539113316585,6.0,0.0,0.0,0.0,1,mIF4CmVerh,Leg Press,QXBadPSmaI,2018-10-16,fake_id_285
YRV8zGnp8J,54.43114913227677,3.0,0.0,0.0,0.0,7,dr5sCkE7Nh,Leg Press,NvTDAx7xEV,2019-03-28,fake_id_285
zpVxFwJX32,200.0,6.0,0.0,0.0,0.0,2,OONegcHJCZ,Leg Press,FgRoFsiwgN,2019-04-03,fake_id_293
i6JnPWVzmj,80.0,6.0,0.0,0.0,0.0,4,AfJiIaGmai,Leg Press,sEJMRibSGr,2019-04-15,fake_id_291
MCZ50tjwoa,122.47008554762272,10.0,0.0,0.0,0.0,2,uhCoGdzRJr,Leg Press,O0rbagYSmm,2019-02-05,fake_id_283
Di1l3di8nx,19.277698651014692,15.0,0.0,0.0,0.0,1,YTwoWb4LGA,Cable Row,l8lmiEAM8l,2019-09-06,fake_id_294
UEa666s44t,57.0,5.0,0.0,0.0,0.0,4,NWbif3AfGI,Cable Row,sW8sClrzEh,2018-09-03,fake_id_291
Gw2hUPSo0f,40.82336184920758,5.0,0.0,0.0,0.0,3,BBn0k35xRr,Cable Row,uxNlJi0173,2019-03-21,fake_id_284
gEqZGBjbA6,63.50300732098956,5.0,0.0,0.0,0.0,5,jbdEfl7P83,Cable Row,ApmyU1dAjb,2019-04-19,fake_id_299
GmCLHNKi0d,65.0,6.0,0.0,0.0,0.0,1,1ezUGvAHlk,Cable Row,w8UjFy1vNG,2019-02-27,fake_id_291
Sopb8FHLLj,9.071858188712797,12.0,0.0,0.0,0.0,3,cx0JCcSpPW,Dumbbell Tricep Extension,5kjG6d3xC9,2019-03-15,fake_id_295
BpNwzenmRP,10.0,8.0,,,,2,IHDv2csAw7,Dumbbell Tricep Extension,nNMNyZGtFZ,2017-08-01,fake_id_281
ECgdRLuRu9,20.41168092460379,12.0,0.0,0.0,0.0,1,dP9X7zC40p,Dumbbell Tricep Extension,DbR8zAsC8a,2019-05-13,fake_id_283
faf0ET7kIx,10.0,8.0,,,,3,Jz7aEeEhnu,Dumbbell Tricep Extension,t9vI7TP9SB,2017-07-25,fake_id_281
4ypH0df8zN,31.75150366049478,25.0,0.0,0.0,0.0,1,SU8UpNqSGJ,Machine Fly,A8D1VWXQTM,2019-02-07,fake_id_283
ZIDzApkXsC,11.339822735890994,10.0,0.0,0.0,0.0,3,SOya20pdE5,Seated Dumbbell Curl,9WiAJsIcfi,2019-01-26,fake_id_289
KBYeTxaI1f,13.607787283069193,10.0,0.0,0.0,0.0,4,q9QbIGbCFs,Seated Dumbbell Curl,pedH1QOV7B,2019-02-15,fake_id_283
HKzhfWdaoR,11.339822735890994,8.0,0.0,0.0,0.0,1,yhDgvjjk7s,Dumbbell Incline Bench Press,3FWdCZHncb,2018-08-13,fake_id_298
QDsxumYRMG,150.0,8.0,,,,4,ac0yJZQz1z,Dumbbell Incline Bench Press,hNx2h8beHM,2017-09-28,fake_id_280
wKbsmG6L07,34.01946820767298,10.0,0.0,0.0,0.0,3,qSHZj596c5,Dumbbell Incline Bench Press,d0lVVgN14O,2018-02-23,fake_id_280
75gQvxyaJA,24.94761001896019,8.0,0.0,0.0,0.0,4,wH1RC4yFUQ,Dumbbell Incline Bench Press,zufXkxSSyy,2018-07-18,fake_id_283
55kB7uXS1i,29.483539113316585,8.0,0.0,0.0,0.0,1,qgLlod3Pyj,Dumbbell Incline Bench Press,a5lJGelsLn,2019-04-27,fake_id_283
0cUQd8lGuS,13.607787283069193,5.0,0.0,0.0,0.0,1,YcRNBjc297,Dumbbell Incline Bench Press,d3vTvJoY5I,2019-02-15,fake_id_290
P2u8DE7S4y,16.0,12.0,0.0,0.0,0.0,3,UxOaCCIfZO,Dumbbell Incline Bench Press,TnzMWgBtb4,2019-05-28,fake_id_287
fU6mHc3V6C,6.8038936415345965,7.0,0.0,0.0,0.0,3,AGGqdV2KH0,Dumbbell Lunge,LiVTE6NPrf,2018-05-01,fake_id_285
fUBG8FmC4d,11.339822735890994,8.0,0.0,0.0,0.0,1,s65FWJvF8Q,Dumbbell Shoulder Raise,OSDNCoHhgT,2018-02-15,fake_id_280
1WxC4lgUb6,11.339822735890994,8.0,0.0,0.0,0.0,2,s65FWJvF8Q,Dumbbell Shoulder Raise,OSDNCoHhgT,2018-02-15,fake_id_280
5hScaCFnKj,2.2679645471781993,12.0,0.0,0.0,0.0,1,iDaAOzlAqO,Dumbbell Shoulder Raise,cPYHreMNwJ,2019-03-15,fake_id_286
C0r86mx0zF,2.2679645471781993,10.0,0.0,0.0,0.0,2,xHt8CfOZTP,Dumbbell Shoulder Raise,FpvSkaEDfG,2019-04-16,fake_id_286
xEx7PwaFDw,4.0,8.0,0.0,0.0,0.0,3,9S3aCIbbby,Dumbbell Shoulder Raise,ys190lG6Cs,2017-12-17,fake_id_291
yC9KSDzq6x,10.0,5.0,,,,3,vG7EKfRAmt,Dumbbell Shoulder Raise,DAR6Sa2DfR,2017-07-23,fake_id_281
JCNvLqD3pI,35.0,6.0,0.0,0.0,0.0,4,JsB8EF21bv,Deadlift,62M5T7CyCV,2018-01-19,fake_id_291
EXO2meV3S3,77.5,5.0,0.0,0.0,0.0,6,4mu371M0jy,Deadlift,vYa45v4NAt,2018-11-15,fake_id_300
KsdDDr7q3o,45.0,4.0,0.0,0.0,0.0,4,9TCVSpxGYE,Deadlift,94ZjURVlrZ,2018-06-17,fake_id_291
l7BnWk8Cmt,82.5,5.0,0.0,0.0,0.0,9,eVhcikqzB0,Deadlift,HbT1cPSgr6,2018-11-26,fake_id_300
mJ82utVpE7,120.0,10.0,0.0,0.0,0.0,2,JsPASkFava,Deadlift,mMBk0srgh7,2019-06-14,fake_id_293
Sr9J4xl3Cg,40.82336184920758,10.0,0.0,0.0,0.0,5,DyCnfwAY5d,Deadlift,aTdnWrcs1I,2019-03-19,fake_id_284
GSOzhFV1HI,30.0,8.0,,,,2,I0N7Wd6nb8,Dumbbell Rear Delt Raise,OGsdvjodQJ,2017-05-13,fake_id_282
ZHdpvLt9Hc,9.071858188712797,12.0,0.0,0.0,0.0,1,PyOTBc7tWI,Dumbbell Rear Delt Raise,nuMlZxcRnu,2019-05-28,fake_id_296
cb8FyCwdxx,6.8038936415345965,15.0,0.0,0.0,0.0,3,zKPHRyJkJk,Dumbbell Fly,UdwsE5BFhS,2019-06-11,fake_id_286
yQzYBWYw7p,18.14371637742559,15.0,0.0,0.0,0.0,1,DpvFULnat8,Dumbbell Fly,g1ARr5nY8U,2019-01-09,fake_id_289
4Q6ghvBaX9,10.0,10.0,0.0,0.0,0.0,2,TIr3IrqpJN,Dumbbell Fly,GYnvjb9zIr,2017-10-23,fake_id_285
pKUDSYMTLt,4.535929094356399,10.0,0.0,0.0,0.0,3,I1I4bMdhfv,Dumbbell Fly,ktOeAUkMgu,2019-07-09,fake_id_284
TLKlP7Acuq,11.339822735890994,12.0,0.0,0.0,0.0,1,9iYVkkHSbf,Dumbbell Fly,iCuo6X1idU,2018-07-19,fake_id_297
rZxdUGkbJC,35.0,10.0,0.0,0.0,0.0,1,XWAOEIOXx4,Dumbbell Fly,DefU5KY4Vd,2017-10-27,fake_id_280
E9DqeHAd1G,14.0,10.0,0.0,0.0,0.0,1,iImb7FRIJO,Dumbbell Fly,OoW2FjtjWQ,2018-02-12,fake_id_291
6JwlsvbA6X,6.8038936415345965,8.0,0.0,0.0,0.0,1,oK3Y0WwJMO,Dumbbell Fly,bPferKmJZq,2019-05-14,fake_id_288
8WjvVqwZiQ,6.8038936415345965,8.0,0.0,0.0,0.0,2,oK3Y0WwJMO,Dumbbell Fly,bPferKmJZq,2019-05-14,fake_id_288
yNx617ybIN,20.41168092460379,12.0,0.0,0.0,0.0,4,ZvAHFfFcCt,Cable Crossover Fly,DCatvEpCCe,2019-03-29,fake_id_283
cFe9OSsxCY,16.0,15.0,0.0,0.0,0.0,3,r9m4N1lqYI,Dumbbell Bench Press,mOSvQsZN6I,2019-02-14,fake_id_291
B2BPN1Gvye,20.0,12.0,0.0,0.0,0.0,2,jEpSEdNRfI,Dumbbell Bench Press,vtsYxbDrUu,2019-05-22,fake_id_291
jlqOytaNUO,11.339822735890994,10.0,0.0,0.0,0.0,2,pjeYW47TgZ,Dumbbell Bench Press,if4PgXoEus,2019-03-10,fake_id_285
JP5uc253pR,11.339822735890994,10.0,0.0,0.0,0.0,2,B351egoUYr,Dumbbell Bench Press,TPYDTrfFJm,2018-09-14,fake_id_284
BH9vpkZwsf,127.0,5.0,,,,4,HcqpGe633B,Superman,Dqu5U3gGSh,2017-07-09,fake_id_281
W9G63dHUVm,130.0,12.0,,,,1,4HyTXqQvoo,Superman,3vNCKf20F5,2017-07-29,fake_id_281
8SzBYID7A1,0.0,17.0,0.0,0.0,0.0,2,pTK1RNGTBT,Superman,JoHAWzipi4,2019-07-05,fake_id_291
FauVzvDCFN,45.0,8.0,0.0,0.0,0.0,4,v7TOZuhO9e,Leg Extension,Zs3yySesxX,2018-05-28,fake_id_291
k7gQogB2L3,60.0,10.0,0.0,0.0,0.0,1,B6WnVqzeMK,Leg Extension,ziFxWBb3Es,2019-01-12,fake_id_291
p1CuKOQiOL,45.35929094356398,8.0,0.0,0.0,0.0,4,ZO4UVjZw4g,Leg Extension,q22TIIMm3U,2019-05-15,fake_id_283
BxEDHjBV7R,40.0,10.0,0.0,0.0,0.0,3,54axjH9L35,Leg Extension,zMhlAtOHXs,2019-08-10,fake_id_291
52XLrmIKbm,30.0,10.0,0.0,0.0,0.0,1,EEdJhOcG2U,Front Squat,dzWIDBKfYk,2018-03-15,fake_id_291
TOgiyUjU0f,0.0,6.0,0.0,0.0,0.0,2,vOAlluOQBH,Push Up,Sv9ZEvFNg3,2019-08-13,fake_id_294
NpqGX4ec1W,0.0,7.0,0.0,0.0,0.0,5,722fYig0ng,Push Up,LySMjWOKDW,2018-12-06,fake_id_292
ugYh4Xr9ag,0.0,7.0,0.0,0.0,0.0,1,Cx9YA2aqLq,Push Up,omAgO8xNMp,2017-12-26,fake_id_291
eci6DFteT4,130.0,6.0,,,,4,gcqiT91uZX,Push Up,RffnM3AkL5,2017-09-14,fake_id_281
PTVZoQKcv5,0.0,20.0,0.0,0.0,0.0,1,AIkG5nE1NW,Push Up,pm75XqEV0I,2018-12-05,fake_id_300
6PzE6N5AxD,0.0,20.0,0.0,0.0,0.0,2,4uoaYas4iy,Push Up,aNm7rSWZPt,2018-11-14,fake_id_300
KmwHdKKTTG,130.0,7.0,,,,2,IBVVe7etrN,Push Up,b923nIFQHi,2017-10-11,fake_id_281
ryu5F7Mx7w,0.0,12.0,0.0,0.0,0.0,2,GDxHbfMmUR,Push Up,py3tseZ1BA,2019-01-30,fake_id_293
7o1Vat1dmG,0.0,12.0,0.0,0.0,0.0,1,3q713inG7H,Push Up,HkChivrKzY,2019-02-09,fake_id_291
Ob7HKZWvQb,27.215574566138386,5.0,0.0,0.0,0.0,5,V44HhcF8Tn,Barbell Bench Press,2xN72pUpvs,2018-10-16,fake_id_285
BBk2aQ1MPE,14.968566011376113,10.0,0.0,0.0,0.0,1,TFwLEX8pLo,Barbell Bench Press,t0KPyJNk9b,2018-07-31,fake_id_285
c5ClwjrNz7,22.67964547178199,5.0,0.0,0.0,0.0,1,BM1W2vKfiQ,Barbell Bench Press,CkAxEER7W5,2019-02-01,fake_id_290
KFX4HpQfZs,27.215574566138386,5.0,0.0,0.0,0.0,4,m712eh1aPT,Barbell Bench Press,3A70rMTFYM,2019-04-09,fake_id_285
zgklOS6k4l,45.0,5.0,0.0,0.0,0.0,6,vHD03pxqCC,Barbell Bench Press,w3WkAtw4R2,2018-12-26,fake_id_300
IqnYU63jpN,20.0,5.0,0.0,0.0,0.0,1,vHD03pxqCC,Barbell Bench Press,w3WkAtw4R2,2018-12-26,fake_id_300
w4uDoDBHqu,45.0,5.0,0.0,0.0,0.0,7,vHD03pxqCC,Barbell Bench Press,w3WkAtw4R2,2018-12-26,fake_id_300
tmej99NqEZ,47.5,5.0,0.0,0.0,0.0,10,eGKmWPrvLn,Barbell Bench Press,h6VtKKYMvq,2018-12-10,fake_id_300
KEnuQLC9UA,49.89522003792038,8.0,0.0,0.0,0.0,2,MvaAFzCeu5,Barbell Bench Press,2c3sRzWYNW,2018-11-10,fake_id_283
IecgAjuJBS,72.5,5.0,0.0,0.0,0.0,3,knsK4NMKwu,Barbell Bench Press,jgCUIFAB2q,2019-03-07,fake_id_293
ChMu1iEY0U,27.215574566138386,3.0,0.0,0.0,0.0,4,uQ0JELgSyH,Barbell Bench Press,d3vTvJoY5I,2019-02-15,fake_id_290
HNiAjRDB38,22.67964547178199,8.0,0.0,0.0,0.0,3,6vFiNq1tWV,Dumbbell Shoulder Press,TQFIPXEFte,2018-10-12,fake_id_283
EBWx7s0jsL,22.67964547178199,10.0,0.0,0.0,0.0,1,hxsUEciFJp,Dumbbell Shoulder Press,ySlSRtTOEl,2019-06-19,fake_id_283
AmlUEKenpl,14.0,12.0,0.0,0.0,0.0,1,pvX6pnlJBc,Dumbbell Shoulder Press,F95xJokQdN,2019-03-28,fake_id_287
4EuML4aGHX,27.215574566138386,8.0,0.0,0.0,0.0,4,DqFHKM8ngx,Dumbbell Shoulder Press,04RqUsP8lZ,2019-04-03,fake_id_283
mk2aP9VDUc,0.0,12.0,0.0,0.0,0.0,3,IiQKLQtYX1,Bicycle Crunch,tMePhOcZ9A,2018-03-06,fake_id_291
efDgGuO6kw,0.0,15.0,0.0,0.0,0.0,3,r0cbnxNhOR,Bicycle Crunch,o8nFXvj2Lc,2019-09-11,fake_id_286
w4ejb6wQcV,45.0,5.0,0.0,0.0,0.0,3,gmyPh11FYc,Barbell Curl,UgWNm3kbFI,2017-12-15,fake_id_285
LcjXH5zNeo,17.5,12.0,0.0,0.0,0.0,4,Ex7YxlU7jG,Barbell Curl,xL9ryh8Ft3,2018-01-03,fake_id_291
7uAGHXtrEq,20.41168092460379,12.0,0.0,0.0,0.0,3,a0paTsrkZV,Barbell Curl,XTf4TV2OGi,2018-08-21,fake_id_285
dJLY3xAAff,24.94761001896019,5.0,0.0,0.0,0.0,5,gfvxyoBIoG,Barbell Curl,KTCUzwGYrT,2019-04-29,fake_id_285
7UQJSQGRu5,25.0,10.0,0.0,0.0,0.0,3,BX9Ds8QK7w,Barbell Curl,w3WkAtw4R2,2018-12-26,fake_id_300
gsIc4sbab1,25.0,12.0,0.0,0.0,0.0,3,EXXRnZnInZ,Barbell Curl,LOQl5OapVC,2018-03-26,fake_id_291
HVJ9FtKTeP,15.87575183024739,5.0,0.0,0.0,0.0,1,h8sS7VRpe3,Barbell Shoulder Press,ficCwGBuph,2019-08-24,fake_id_285
skxS5U9zOe,29.483539113316585,10.0,0.0,0.0,0.0,2,pBX8PQ90V9,Barbell Shoulder Press,AinhwQoJED,2018-12-30,fake_id_289
6sO1g1sP0X,43.091326396385774,6.0,0.0,0.0,0.0,3,eKssGDC2Mj,Barbell Shoulder Press,CmA444YDlE,2019-05-06,fake_id_283
jbUqsmKqgr,0.0,0.0,0.0,60.0,0.0,1,RROPWLpI50,Plank,rcIHXJwbFW,2019-07-17,fake_id_283
i6jWkbE6dD,0.0,45.0,0.0,0.0,0.0,1,8756EGKLXR,Plank,LGSxkCpvYT,2017-12-31,fake_id_291
gPQJfD5aCL,9.071858188712797,25.0,0.0,0.0,0.0,1,nrZMHQnKUt,Dumbbell Bicep Curl,WdsilFBwSK,2019-02-07,fake_id_283
vuQOQpwrHT,13.607787283069193,12.0,0.0,0.0,0.0,3,JivuFfphhZ,Dumbbell Bicep Curl,Q4T437v64T,2019-01-14,fake_id_283
PoBRz21uId,5.669911367945497,8.0,0.0,0.0,0.0,1,1oU8iGsvgu,Dumbbell Bicep Curl,XsKK4BN6rk,2019-04-27,fake_id_292
yVgZR77tHS,18.0,15.0,0.0,0.0,0.0,3,XWqNe74jQH,Seated Tricep Press,9MD2AaEmHs,2019-01-20,fake_id_291
dznF4VGpAB,65.0,10.0,0.0,0.0,0.0,2,uw2Ol6PaeV,Bent Over Barbell Row,E2TORHAnvZ,2019-06-06,fake_id_293
5CdB4TKX28,47.627255490742165,10.0,0.0,0.0,0.0,2,J9acB9wSUm,Bent Over Barbell Row,r63TiwShtB,2019-04-11,fake_id_295
MeqRVMXwIW,20.41168092460379,8.0,0.0,0.0,0.0,3,3SBTAx7IKB,Bent Over Barbell Row,8HDitFAyLY,2019-03-12,fake_id_285
C6v4Vj4SlA,52.16318458509857,8.0,0.0,0.0,0.0,1,PmKllQViXu,Bent Over Barbell Row,du5CvuuCV5,2019-05-31,fake_id_296
DERgtdhVVq,52.16318458509857,8.0,0.0,0.0,0.0,4,HDoGWZWHH7,Bent Over Barbell Row,sYP00BiJYC,2019-08-19,fake_id_283
uLoS42xrek,14.0,10.0,0.0,0.0,0.0,3,i4OuwEU9uj,Hammer Curls,LOQl5OapVC,2018-03-26,fake_id_291
xNc16dy7Dj,12.0,12.0,0.0,0.0,0.0,3,lGdECDtOFo,Hammer Curls,JoHAWzipi4,2019-07-05,fake_id_291
ApPPj90A0J,4.535929094356399,12.0,0.0,0.0,0.0,2,n8LR0d4PfL,Hammer Curls,vMa14ybc42,2019-01-29,fake_id_292
2TsrprNyqB,6.8038936415345965,10.0,0.0,0.0,0.0,1,avQqpC3clK,Hammer Curls,FZSU1H90qb,2019-02-14,fake_id_286
BCMg4aGfDW,11.339822735890994,10.0,0.0,0.0,0.0,1,8bPBiwnXKn,Hammer Curls,PGVq6o7RCs,2019-02-05,fake_id_290
d5s0kWtWEl,14.0,12.0,0.0,0.0,0.0,2,V4gOhMoFiV,Hammer Curls,1TfFHWhDsG,2018-04-15,fake_id_291
RYc78TKHO2,15.87575183024739,15.0,0.0,0.0,0.0,3,FrPgNypnc6,Hammer Curls,fiZzgkFfS8,2018-02-17,fake_id_280
OAwExsuAU8,35.0,10.0,0.0,0.0,0.0,4,L6rx5HoNZd,Hammer Curls,s875UkSJ2C,2017-10-23,fake_id_280
JFLW0ECzhK,0.0,10.0,0.0,0.0,0.0,1,fsx1zqKqsF,Pull Up,j8AxDCp6kf,2018-02-09,fake_id_280
