singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
fGjGnBxARb,65.0,15.0,0.0,0.0,0.0,2,NG8wmOIkF5,Dumbbell Tricep Extension,TfuEx17G1h,2017-11-09,fake_id_280
5HgdcE5Qar,20.41168092460379,12.0,0.0,0.0,0.0,3,sYkFV73duS,Dumbbell Tricep Extension,yCgCrpepAX,2019-06-14,fake_id_296
ruBHqMGVNZ,6.8038936415345965,12.0,0.0,0.0,0.0,1,2A0DRqQjvR,Dumbbell Tricep Extension,wdAcoRZZdm,2019-05-17,fake_id_286
SiBd6xm0Yg,45.0,15.0,0.0,0.0,0.0,3,PEYKAZ3cNy,Machine Fly,2ln6AGxDPy,2018-10-06,fake_id_291
3KJhJv34jS,45.35929094356398,15.0,0.0,0.0,0.0,2,FlkaqSAaNy,Machine Fly,7G9zBpsYJX,2019-03-08,fake_id_283
GglPcInSMf,150.0,8.0,,,,4,cKlP5uK2t3,Dumbbell Incline Bench Press,9riklAu5t6,2017-07-03,fake_id_280
WsD32srDM5,27.215574566138386,8.0,0.0,0.0,0.0,1,bATiL9K9A2,Dumbbell Incline Bench Press,CmA444YDlE,2019-05-06,fake_id_283
JAodP7hkwD,16.0,6.0,0.0,0.0,0.0,1,CHboCeeAa1,Dumbbell Incline Bench Press,p0vA98N5pC,2019-04-02,fake_id_291
Snj7gCUTFw,31.75150366049478,10.0,0.0,0.0,0.0,1,FQLeHfgdZ8,Dumbbell Incline Bench Press,DCatvEpCCe,2019-03-29,fake_id_283
pHKfXzaTqf,60.0,12.0,0.0,0.0,0.0,2,8e26kgKVh9,Dumbbell Incline Bench Press,EJMzr9oGHX,2017-11-02,fake_id_280
VpTYnPL6db,13.607787283069193,4.0,0.0,0.0,0.0,2,rZj8GbGAyJ,Dumbbell Lunge,Ti8fI6hRIk,2019-01-08,fake_id_289
1chiheowQr,13.607787283069193,4.0,0.0,0.0,0.0,3,rZj8GbGAyJ,Dumbbell Lunge,Ti8fI6hRIk,2019-01-08,fake_id_289
N5ULht1gQq,10.0,6.0,0.0,0.0,0.0,2,fnasG2HLpG,Dumbbell Lunge,E1eu3gg5BN,2018-08-24,fake_id_291
zVywTDibnq,9.071858188712797,12.0,0.0,0.0,0.0,2,S8zJYmJJvB,Dumbbell Lunge,WWcNvpOfga,2019-05-15,fake_id_288
j26T4qINQW,6.8038936415345965,12.0,0.0,0.0,0.0,1,mGviwln7Q0,Dumbbell Lunge,haartOzdeJ,2019-09-02,fake_id_294
fVAGBKNAV3,5.443114913227677,12.0,0.0,0.0,0.0,2,CG12CBoSPP,Dumbbell Shoulder Raise,ApmyU1dAjb,2019-04-19,fake_id_299
VeukancHnK,4.535929094356399,10.0,0.0,0.0,0.0,3,TsW2A88EAe,Dumbbell Shoulder Raise,UdwsE5BFhS,2019-06-11,fake_id_286
wHmcQf3e9P,130.0,6.0,0.0,0.0,0.0,2,CC3mMGQtdN,Deadlift,DE3LIUN5A2,2019-03-17,fake_id_293
DeyVI0BF10,35.0,8.0,0.0,0.0,0.0,1,eCTY75DGAt,Deadlift,wFZVsedg9P,2018-01-31,fake_id_291
1NBkwpTkin,38.555397302029384,6.0,0.0,0.0,0.0,1,JMLHpdKITS,Deadlift,WWcNvpOfga,2019-05-15,fake_id_288
4LIHtFLJJK,7.937875915123695,8.0,0.0,0.0,0.0,1,8Nis0fUFmX,Dumbbell Rear Delt Raise,0rKikMZaaU,2019-07-02,fake_id_299
1HajeVgrj4,6.8038936415345965,15.0,0.0,0.0,0.0,2,015FwK8Abq,Dumbbell Fly,TiotDbLmY6,2019-04-19,fake_id_286
xdH8fFKsjs,6.8038936415345965,15.0,0.0,0.0,0.0,3,sfQPs4lqRi,Dumbbell Fly,ZBL5nE2u3H,2019-04-01,fake_id_286
Qbniy378Jp,4.535929094356399,15.0,0.0,0.0,0.0,3,tMRpNLlgAl,Dumbbell Fly,LwFAYcZnHu,2018-07-20,fake_id_285
5achEpQs9t,4.535929094356399,10.0,0.0,0.0,0.0,1,2maSCR2lwY,Dumbbell Fly,PuB1IXpwlF,2019-01-27,fake_id_290
3FkWQYhsm5,6.8038936415345965,15.0,0.0,0.0,0.0,2,bNCQ7UOGDI,Dumbbell Fly,oDbczAAfvS,2019-05-31,fake_id_286
F6kP5Kubsk,6.8038936415345965,15.0,0.0,0.0,0.0,1,konGWkqzYA,Dumbbell Fly,ABRZ8Skydu,2019-05-24,fake_id_286
PGYQBnsMoN,15.0,8.0,0.0,0.0,0.0,2,lK78qDhD9N,Cable Crossover Fly,PP2AEqUXbt,2019-02-21,fake_id_293
RhvyGqQxUA,15.87575183024739,15.0,0.0,0.0,0.0,1,i9spaPlMkV,Cable Crossover Fly,NLPMFVR0JV,2019-03-06,fake_id_283
KA28wtG4AP,10.0,12.0,0.0,0.0,0.0,1,HuZBxCgju0,Cable Crossover Fly,zIbLaf4qMG,2017-10-30,fake_id_285
EkuVeGYl3t,22.0,10.0,0.0,0.0,0.0,2,uBeALYE9Gw,Cable Crossover Fly,bwZR3vhI5Z,2018-02-03,fake_id_291
QD49FtwzfS,5.669911367945497,15.0,0.0,0.0,0.0,1,xMjv6UFQGK,Cable Crossover Fly,hFDSVS4WVv,2019-08-28,fake_id_301
ONFTi8Dm9H,31.75150366049478,12.0,0.0,0.0,0.0,3,icLD3dNfck,Cable Crossover Fly,qooxqpJLin,2019-07-01,fake_id_296
RYODzWYb8P,31.75150366049478,10.0,0.0,0.0,0.0,2,zC6dChZdBo,Cable Crossover Fly,ys8R3Rq7fY,2019-04-30,fake_id_295
jIN6OCiSxa,18.14371637742559,8.0,0.0,0.0,0.0,2,xomUgKmEtG,Cable Crossover Fly,wsAlnLNi6p,2018-10-08,fake_id_283
FTONJtR14P,10.205840462301897,12.0,0.0,0.0,0.0,2,vWSZaXm94K,Dumbbell Bench Press,jGAENnc9yB,2019-08-29,fake_id_285
XfanWG1dwm,6.8038936415345965,10.0,0.0,0.0,0.0,2,kAtePNqRD5,Dumbbell Bench Press,hNkVQuxIJr,2019-02-22,fake_id_286
iwQ52U1shF,6.0,20.0,0.0,0.0,0.0,1,IzMlk2bfT4,Dumbbell Bench Press,LGSxkCpvYT,2017-12-31,fake_id_291
M6zXhAQjjF,15.0,10.0,0.0,0.0,0.0,3,Gfk4fkfWAh,Dumbbell Bench Press,55AFcASJSe,2018-03-08,fake_id_285
XZbdNliZCZ,11.339822735890994,10.0,0.0,0.0,0.0,4,G3XbLIjUzL,Dumbbell Bench Press,42a0nKdNVA,2019-05-14,fake_id_285
5eGncYs7yE,130.0,6.0,,,,2,TxH95PP7ep,Superman,IbkcNHmQnl,2017-08-27,fake_id_281
UkgKJVECjV,0.0,12.0,0.0,0.0,0.0,1,A3kl3VglBQ,Superman,nxzExWQAVQ,2018-12-12,fake_id_289
odtcgWTamO,0.0,13.0,0.0,0.0,0.0,2,CK4wus8D4w,Superman,AFNodlA7DA,2019-04-16,fake_id_285
YND9ET4991,0.0,10.0,0.0,0.0,0.0,1,9srIGH1gor,Superman,FZ0GG6HGNF,2018-06-21,fake_id_283
T1XFH81zSm,29.483539113316585,6.0,0.0,0.0,0.0,3,Dg8V85XJwz,Leg Extension,cYsMlkKSZD,2019-05-01,fake_id_285
4WtTOsqTXP,31.75150366049478,12.0,0.0,0.0,0.0,2,D5OiGiZopl,Leg Extension,2VvFuPvkam,2019-06-01,fake_id_296
5YaRu8l6s1,31.75150366049478,10.0,0.0,0.0,0.0,1,5e3YFbJxmh,Leg Extension,hsasnnaedC,2019-05-23,fake_id_286
WbwbSHIlVJ,36.28743275485118,10.0,0.0,0.0,0.0,1,xyzfdLVz2R,Leg Extension,zVPWLvUShs,2019-06-20,fake_id_286
UklyIaUuh9,22.67964547178199,10.0,0.0,0.0,0.0,2,tHNJBEtAvR,Leg Extension,w7it4CQ94E,2019-02-08,fake_id_286
QicFjHA844,24.94761001896019,10.0,0.0,0.0,0.0,3,BE727qWSdG,Leg Extension,31U5cVzRgQ,2019-05-16,fake_id_285
KxCNnA31ER,24.94761001896019,5.0,0.0,0.0,0.0,2,xApwO3MxoI,Front Squat,cHQrRNrLsT,2018-04-02,fake_id_285
cgXKTyTCSO,0.0,7.0,0.0,0.0,0.0,2,CfBApoEaxb,Push Up,5j3C0DbwMt,2018-06-28,fake_id_285
I1QSqxVdDk,0.0,25.0,0.0,0.0,0.0,4,zYvAiFgoWN,Push Up,wwrUGzN1Dh,2018-11-29,fake_id_300
CwVdPBvKQa,130.0,7.0,0.0,0.0,0.0,5,L8NzrCfu6v,Push Up,NjdgdtKjiy,2017-10-19,fake_id_281
kSmSNTLNhJ,0.0,20.0,0.0,0.0,0.0,3,5uSDK4MmNC,Push Up,NXX4yTaVf2,2018-10-23,fake_id_291
nbIJX423ph,0.0,20.0,0.0,0.0,0.0,3,4uoaYas4iy,Push Up,aNm7rSWZPt,2018-11-14,fake_id_300
NKJvWeKyIG,0.0,25.0,0.0,0.0,0.0,4,EDFQ7J6BeU,Push Up,xy56xQ2Dja,2018-11-12,fake_id_300
QffajJGcKK,60.0,12.0,0.0,0.0,0.0,2,JHkgIf68I5,Barbell Bench Press,U0AC2t0Dgs,2019-01-23,fake_id_293
C5wM4szfCn,45.0,5.0,0.0,0.0,0.0,9,vHD03pxqCC,Barbell Bench Press,w3WkAtw4R2,2018-12-26,fake_id_300
80xvkWyY60,10.0,10.0,,,,3,YKrFo6KDcF,Dumbbell Shoulder Press,vZbqG3LwDM,2017-09-27,fake_id_281
N8HMfwSTlU,24.94761001896019,10.0,0.0,0.0,0.0,2,1JZy0uu3ub,Dumbbell Shoulder Press,T8XZBG7suX,2019-03-27,fake_id_283
4uFyx1iNM0,15.0,10.0,0.0,0.0,0.0,2,I43gHiFh4A,Dumbbell Shoulder Press,2oYyGJFPkg,2017-12-04,fake_id_285
oa0t4d9kGU,14.0,10.0,0.0,0.0,0.0,3,dmiknF6Jy0,Dumbbell Shoulder Press,gjY2cTuSgI,2018-12-03,fake_id_291
FCEKNVB5Nn,6.8038936415345965,8.0,0.0,0.0,0.0,3,0HMbkx6zLZ,Dumbbell Shoulder Press,FZvEzy5swv,2018-03-16,fake_id_285
9ha2hj7W2D,15.87575183024739,15.0,0.0,0.0,0.0,3,t3T7K89vJh,Dumbbell Shoulder Press,J5T0ASh4BJ,2018-01-29,fake_id_280
aIz0OhAfo0,0.0,12.0,0.0,0.0,0.0,1,UuYKZ0EBVf,Bicycle Crunch,GIuriRC2Yq,2018-10-14,fake_id_292
XjPvJIPq75,0.0,17.0,0.0,0.0,0.0,1,SqnKxWuOKJ,Bicycle Crunch,FpmPdHF6NA,2019-03-13,fake_id_284
eje4w4PIKc,0.0,15.0,0.0,0.0,0.0,1,kUE1nN0EBL,Bicycle Crunch,ApmyU1dAjb,2019-04-19,fake_id_299
M2MG7yXLkq,31.75150366049478,5.0,0.0,0.0,0.0,4,riYB7CFZkK,Barbell Curl,Cp3hNHBp9D,2018-02-07,fake_id_280
vWkxMNyqGB,18.14371637742559,8.0,0.0,0.0,0.0,2,fYXK9RMvQA,Barbell Curl,XBaeBXvOBF,2018-07-11,fake_id_283
6bmPBAQElR,20.41168092460379,5.0,0.0,0.0,0.0,4,MrHXpKuBJs,Barbell Curl,BnBsXqXsaB,2019-04-01,fake_id_285
cDHMO4COuO,24.94761001896019,5.0,0.0,0.0,0.0,2,fsDdX0Iv50,Barbell Curl,lBcbdyFFH3,2019-07-15,fake_id_285
rVBZgxS8gU,27.215574566138386,10.0,0.0,0.0,0.0,1,rkWMrCj6Zu,Barbell Curl,5BHWcQhzy4,2019-05-03,fake_id_283
aUMk5Yfl8B,29.483539113316585,8.0,0.0,0.0,0.0,4,f7Y7pE6LQ8,Barbell Curl,GdbNuaT26T,2019-04-03,fake_id_295
1dRrKVxHyU,13.607787283069193,10.0,0.0,0.0,0.0,1,Ffno4MUsqQ,Barbell Curl,Phehrc5qpj,2019-04-04,fake_id_284
cfsOMlBqXm,15.0,10.0,,,,4,riXQqvxDYu,Barbell Shoulder Press,hDPj8WqfzR,2017-07-20,fake_id_281
3bQ7fsgd1C,29.483539113316585,8.0,0.0,0.0,0.0,1,GMbcUbl9ci,Barbell Shoulder Press,70AQvu3CCt,2019-02-19,fake_id_295
O7eF8u4jKL,130.0,30.0,,,,3,rKR4Ua6UBe,Plank,7Ivm2hcGiM,2017-08-04,fake_id_281
6N4M7QNXaE,130.0,20.0,,,,5,Dhw4WkG8Pr,Plank,QUxLkt5FDX,2017-08-28,fake_id_281
GyipvLng1M,130.0,30.0,,,,2,BMI1HFg6je,Plank,Mitgjn0K4p,2017-10-09,fake_id_281
XYiZGJuNbA,130.0,30.0,,,,1,gSuCstC0iO,Plank,zfreqOPQuQ,2017-08-22,fake_id_281
WMPKHJTAcV,130.0,25.0,,,,2,RRgtaNyNZv,Plank,xGR4Ek9h3C,2017-07-31,fake_id_281
RQKHLDtlvY,130.0,30.0,,,,1,IjotSGY7m8,Plank,NhSkglaBEi,2017-09-23,fake_id_281
eL6KT1a4Oa,130.0,30.0,,,,5,AkOVeAEUI7,Plank,D7jFSX5CXY,2017-09-28,fake_id_281
BDXFrkxvfR,0.0,0.0,0.0,60.0,0.0,2,0Wel1BZUqH,Plank,DDcTLI5fIn,2019-04-17,fake_id_287
gPeWbXod8Z,0.0,0.0,0.0,60.0,0.0,2,mOSNxzrUJd,Plank,vcnJaFWaKD,2019-04-06,fake_id_290
p3rWTJxBHb,0.0,0.0,0.0,50.0,0.0,3,sgDGSoxorX,Plank,nhOryIRluT,2019-04-11,fake_id_289
V7hWMH8EzG,130.0,35.0,0.0,0.0,0.0,2,BSLK7f6qP3,Plank,2lu6mb1Gez,2017-10-17,fake_id_281
Sx6hiKe4Rm,6.8038936415345965,18.0,0.0,0.0,0.0,1,fJPi2JIwr7,Dumbbell Bicep Curl,2xN72pUpvs,2018-10-16,fake_id_285
5UcNvOGz6H,13.607787283069193,8.0,0.0,0.0,0.0,4,hsZXsLhdSo,Dumbbell Bicep Curl,NZZXgsvJqL,2018-07-16,fake_id_283
ELQzLFTvMK,13.607787283069193,10.0,0.0,0.0,0.0,2,1f7jAwhAHz,Dumbbell Bicep Curl,ZeNaxrdL3S,2018-08-15,fake_id_283
T26ra2ll6W,4.535929094356399,15.0,0.0,0.0,0.0,1,m1hFC1bN5g,Dumbbell Bicep Curl,Z0pIKplzKX,2019-06-26,fake_id_286
N3DQorSReV,15.87575183024739,4.0,0.0,0.0,0.0,3,zC2eENSONO,Dumbbell Bicep Curl,sHKgpsgdbq,2019-02-05,fake_id_295
cMHQeNIkBD,10.0,12.0,0.0,0.0,0.0,1,4GZgf6aisF,Dumbbell Bicep Curl,8zr36OOgGD,2017-12-30,fake_id_291
1mG2mKYI4W,15.87575183024739,4.0,0.0,0.0,0.0,3,0asQSP1mqf,Dumbbell Bicep Curl,uzlRGalsxv,2019-03-01,fake_id_299
ge7hEcjfDL,13.607787283069193,12.0,0.0,0.0,0.0,1,iWFeWlSjwc,Dumbbell Bicep Curl,L9LiQoMCk5,2019-05-26,fake_id_283
2VZNco3yHM,12.0,8.0,0.0,0.0,0.0,2,SbwdqBX6Ja,Dumbbell Bicep Curl,bwZR3vhI5Z,2018-02-03,fake_id_291
WKwGsmY8Vm,15.87575183024739,10.0,0.0,0.0,0.0,3,xn2Aw9ySaK,Dumbbell Bicep Curl,2GgyZPt8YH,2019-04-24,fake_id_295
r1ZvonC4D1,65.0,12.0,0.0,0.0,0.0,1,4mAR9xjnvc,Seated Tricep Press,Jq45Wm16AA,2017-10-22,fake_id_280
zsTQ1e8uQA,10.205840462301897,12.0,0.0,0.0,0.0,3,e3j9xitIvs,Seated Tricep Press,Fho8LOq52k,2019-04-09,fake_id_284
ZbzERGerpV,43.091326396385774,5.0,0.0,0.0,0.0,2,0HhOwsivNI,Bent Over Barbell Row,Ti8fI6hRIk,2019-01-08,fake_id_289
wTQIH4XnWG,43.091326396385774,5.0,0.0,0.0,0.0,4,0HhOwsivNI,Bent Over Barbell Row,Ti8fI6hRIk,2019-01-08,fake_id_289
nWSWto9i3p,52.16318458509857,10.0,0.0,0.0,0.0,1,Yc1Csx2BlA,Bent Over Barbell Row,vECNjQ6R39,2019-07-15,fake_id_283
VeFLj2E4u1,52.16318458509857,6.0,0.0,0.0,0.0,3,GpwmQsdFRg,Bent Over Barbell Row,xHsUG4uqfR,2019-02-20,fake_id_295
P49oL8D08o,29.483539113316585,10.0,0.0,0.0,0.0,3,ec0ZjqCtzS,Bent Over Barbell Row,XRucvks2AK,2019-05-23,fake_id_288
MUF6qoTAxf,13.607787283069193,10.0,0.0,0.0,0.0,4,qcACKFEzTr,Hammer Curls,Wlk8ouwBSz,2019-08-22,fake_id_283
y7xvt3TRMO,6.8038936415345965,15.0,0.0,0.0,0.0,1,lYj0aAqZBH,Hammer Curls,C52sFE7aq4,2018-06-10,fake_id_285
FR98fTz4NB,9.071858188712797,15.0,0.0,0.0,0.0,1,SASozqGelr,Hammer Curls,fqAwDqIgBL,2018-06-22,fake_id_283
G7m6uFf0tg,10.205840462301897,8.0,0.0,0.0,0.0,4,45PjTTZV6p,Hammer Curls,jGAENnc9yB,2019-08-29,fake_id_285
O5SqKwhWvy,4.535929094356399,10.0,0.0,0.0,0.0,2,zSA7YM031E,Hammer Curls,s3csDARXqK,2019-05-01,fake_id_286
0pD90t25w6,14.0,12.0,0.0,0.0,0.0,3,Fu8mErtU3E,Hammer Curls,9auOef79iG,2018-05-08,fake_id_291
nwaexwAQYV,0.0,6.0,,,,1,BeXJ4Is9K0,Pull Up,0F13cZrnF6,2017-10-06,fake_id_280
5A0SLj0sHE,0.0,7.0,0.0,0.0,0.0,3,lDHPXLbvOE,Pull Up,aWxUhfOro2,2017-11-06,fake_id_280
CUiAdyBmXr,0.0,7.0,0.0,0.0,0.0,3,NB8FtoBtdA,Pull Up,2sOrA0i55l,2018-03-18,fake_id_291
R58CX9mAtE,36.28743275485118,6.0,0.0,0.0,0.0,2,7ohDP6CF6j,Barbell Incline Bench Press,qspicKEXoO,2018-09-12,fake_id_297
d5sorcSQjo,0.0,0.0,2592.199951171875,459.0,3.400000095367432,1,3QP2GBm9Rn,Cycling,C6ZtNlkPEf,2019-06-03,fake_id_296
vRl6B5dZTs,0.0,0.0,9149.900390625,2531.0,60.599998474121094,1,RTMtZaQ6hV,Cycling,bNCmGSylSo,2019-07-19,fake_id_296
dzACSTPlN4,0.0,0.0,3970.39990234375,1529.0,25.5,1,FDsEVorMyH,Running,Cak10TRvst,2017-11-15,fake_id_280
SBIzC3vysF,0.0,0.0,3082.10009765625,1356.0,33.400001525878906,1,QLp4fyilUL,Cycling,8INLzWooy9,2019-06-28,fake_id_296
6sbzTo3Sg0,127.0,8.0,,,,3,q3OcLfgqDv,Lateral Bound,l0hhYDWDTF,2017-07-16,fake_id_281
D9L6PFNgeX,10.0,10.0,,,,3,8Wzewr2kkY,Dumbbell Stiff Legged Deadlift,RffnM3AkL5,2017-09-14,fake_id_281
EHFZqKpey3,10.0,10.0,,,,4,eVcS2HiY1H,Dumbbell Upright Row,R3UlkdT2sa,2017-08-29,fake_id_281
vQ02uAcMiJ,10.0,6.0,,,,2,ZJYg8CNBYm,Biceps Curl To Shoulder Press,JdhDGGwsQr,2017-07-10,fake_id_281
N1TUvTUGiR,40.0,8.0,,,,3,hv9Qf1bqyw,Cable Tricep Extension,j3QWEt4LCa,2017-06-29,fake_id_280
EUY8F6hu4Q,130.0,10.0,,,,3,KPqLecELH6,Dead Bug,Ix9x8JMyVI,2017-10-02,fake_id_281
xnJJUtKLea,10.0,7.0,,,,4,AigOuzLUiz,Biceps Curl To Shoulder Press,zfreqOPQuQ,2017-08-22,fake_id_281
cdslcn08Aq,10.0,10.0,,,,5,OG4TYYz8WV,Biceps Curl To Shoulder Press,D7jFSX5CXY,2017-09-28,fake_id_281
qeUmFFHlOZ,130.0,10.0,,,,5,40S15wq1Gd,Scissor Kick,9mYuCv9NIg,2017-08-03,fake_id_281
5OYVP4VZV5,15.0,10.0,,,,2,3SeMIDy9kw,Standing Barbell Calf Raise,UcAs3eUNQG,2017-10-13,fake_id_281
KwOZDwvTyJ,130.0,6.0,,,,3,aArHUGDrPR,Scissor Crossover Kick,rOQGzgxSSe,2017-07-24,fake_id_281
YRW17HCwdc,10.0,10.0,,,,1,JFprRm1FA5,Dumbbell Shrug,rOQGzgxSSe,2017-07-24,fake_id_281
ixcf8qOgfZ,10.0,10.0,,,,3,bYbBKQEl8E,Biceps Curl To Shoulder Press,vZbqG3LwDM,2017-09-27,fake_id_281
Fzt7xEZgnD,10.0,6.0,,,,5,YUuI3Fhc4i,Biceps Curl To Shoulder Press,pvHsrWWxBL,2017-07-13,fake_id_281
wLNBu3BC0G,0.0,10.0,,,,3,O7w8Q7JPif,Scissor Crossover Kick,mIMUTPuxOT,2017-06-08,fake_id_280
nqNUFfx7O4,127.0,5.0,,,,2,nOmCin1WTI,Single Leg Glute Bridge,Dqu5U3gGSh,2017-07-09,fake_id_281
yX7jzQP7Ru,127.0,5.0,,,,2,3XdsJKrJhN,Reverse Crunch,DZWLVu6xGC,2017-07-14,fake_id_281
1v63GIufGt,130.0,9.0,,,,1,W00HuEoVzD,Single Leg Kickback,bJWtLIqCYh,2017-09-12,fake_id_281
Zx8ShgjepD,10.0,15.0,,,,3,8Ar01KrAaJ,Dumbbell Stiff Legged Deadlift,rzPZNvsJkm,2017-09-24,fake_id_281
xohMhszuIW,130.0,12.0,,,,1,2budNEmw4I,Elevated Hip Bridge,zfreqOPQuQ,2017-08-22,fake_id_281
R9sTtYWaYU,130.0,10.0,,,,3,ZHk5dZkCUA,Elevated Hip Bridge,Wln3gqpDTb,2017-08-31,fake_id_281
9hkL29xaeW,15.0,10.0,,,,2,7Tu1pj1Kkr,Standing Barbell Calf Raise,h2LMTuqaS7,2017-10-07,fake_id_281
CSsFHvCn9q,10.0,10.0,,,,1,nGw0E1rVa5,Dumbbell Upright Row,fkRBieE0Pw,2017-07-21,fake_id_281
2DB67eOVBV,0.0,15.0,,,,2,SgVRMKBWLg,Barbell Lunge,tE3VX8Il9W,2017-06-12,fake_id_280
grMTWe92AP,130.0,15.0,,,,3,uYsyzTVXs5,Scissor Kick,yh4wfagQhH,2017-09-02,fake_id_281
du9S3PtE9N,130.0,10.0,,,,1,s3EYehHPkj,Dead Bug,P0sjajxZHx,2017-09-22,fake_id_281
u2BEMxtLHg,10.0,10.0,,,,4,thF8r7kGYR,Dumbbell Upright Row,QUxLkt5FDX,2017-08-28,fake_id_281
zn1kUggtsv,10.0,10.0,,,,1,JqQWcdS554,Dumbbell Shrug,HtssENvEVH,2017-09-19,fake_id_281
Rx9rLAzNIz,10.0,10.0,,,,2,WxEDZNh3r5,Dumbbell Upright Row,lkNCBxO5fV,2017-09-10,fake_id_281
KsbVm6oLe2,18.14371637742559,2.0,0.0,0.0,0.0,2,UhfdabUkDf,Lunge,Lc3RaFvYa7,2019-04-25,fake_id_295
SOCRT4vYQr,6.8038936415345965,10.0,0.0,0.0,0.0,1,iAvBTGkqVi,Dumbbell Bent Over Row,tSse9lVaXO,2019-04-14,fake_id_292
FV3wCPTVBz,15.87575183024739,5.0,0.0,0.0,0.0,2,RHkS0gljWk,Goblet Squat,kyWkiKVfhN,2019-05-08,fake_id_299
VRtb2hprEl,13.607787283069193,15.0,0.0,0.0,0.0,1,xlc1IdLnek,Reverse Barbell Curl,iAVs1251il,2019-01-16,fake_id_290
JELKvl8fcv,0.0,25.0,0.0,0.0,0.0,2,AAcNDsyrA3,Bosu Ball Squat,rZsJlSHIAt,2018-12-09,fake_id_291
0TdlNDovin,6.8038936415345965,5.0,0.0,0.0,0.0,2,0D11DkSakE,Single Leg Romanian Deadlift,Hk4XDXhUC5,2018-09-29,fake_id_291
7ptgl9x8Qt,11.339822735890994,15.0,0.0,0.0,0.0,1,x6ECYhlBvG,Plate Twist,NZZXgsvJqL,2018-07-16,fake_id_283
4q2hHRCYkr,0.0,15.0,0.0,0.0,0.0,2,Fia7CpGD0I,Burpee,8zb2juyO2z,2019-06-30,fake_id_285
2pQ1bNfuBh,2.2679645471781993,8.0,0.0,0.0,0.0,1,BvRO3q88uE,Side Laterals to Front Raise,Qn6kCoDBZf,2019-02-15,fake_id_286
fNa2MP43uE,30.0,10.0,0.0,0.0,0.0,1,j3GJJp0fgg,Single Arm Landmine Row,7ISUi6TNMD,2019-04-23,fake_id_293
0B8maIJuSb,6.8038936415345965,15.0,0.0,0.0,0.0,1,7wwvcy3d3q,Single Arm Landmine Row,9z1HC2XCZa,2018-07-08,fake_id_285
3EaIQ9wI7t,30.0,12.0,0.0,0.0,0.0,3,a5GpwRB9ln,Bent Over Row,6HX4KgQ9RC,2019-03-13,fake_id_287
RLHrmb4h8n,0.0,15.0,0.0,0.0,0.0,2,xfQAhmowH3,TRX Lateral Lunge,CjywKeUMJK,2019-01-16,fake_id_291
gyrbKSntGK,0.0,7.0,0.0,0.0,0.0,3,SVGiZfH1ow,Lunge,7MASMX6Xiu,2019-03-21,fake_id_285
EvdXWcciCM,0.0,6.0,0.0,0.0,0.0,2,8P5EgQxPBB,Decline Push Up,DQEJuFuRbX,2019-01-27,fake_id_292
HdPMYkEhI0,20.0,8.0,0.0,0.0,0.0,3,ugp1005VlN,Single Leg Leg Extension,uHprnOkNtJ,2019-05-23,fake_id_293
TkChfvwg4q,45.0,10.0,0.0,0.0,0.0,4,pb5AZaKI3d,Clean High Pull,EZEmkTan3C,2019-04-16,fake_id_293
w8tMP00Ps9,0.0,7.0,0.0,0.0,0.0,5,7HKg3cK0Vo,Wide Grip Pull Up,EZEmkTan3C,2019-04-16,fake_id_293
rwVtqIsRwv,0.0,0.0,0.0,15.0,0.0,1,NRXRhCc05v,Chin Drop,0vTscDmjuY,2019-09-04,fake_id_294
kC1FNSf2EA,0.0,22.0,0.0,0.0,0.0,2,fXrGS98ehz,Mountain Climber,MS7s1APxeG,2019-07-03,fake_id_291
GjV4IeTmrK,31.75150366049478,8.0,0.0,0.0,0.0,3,WL1JACVUvL,Reverse Grip Pull Down,XedtSutQHV,2019-04-25,fake_id_288
dS7nO1GAUI,4.535929094356399,15.0,0.0,0.0,0.0,3,2oN8DttsOO,Front Plate Raise,PauvHs7t23,2019-05-03,fake_id_286
LLDp12gcoI,35.0,5.0,0.0,0.0,0.0,4,etkbRXAX2L,Preacher Curl,yAJIyRTTo4,2018-02-19,fake_id_285
rasTjnBMIF,4.535929094356399,8.0,0.0,0.0,0.0,3,tkCfpEaYWm,Biceps Curl To Shoulder Press,3uFzmsTNkj,2019-02-11,fake_id_286
EoF2GwQwtx,30.0,5.0,0.0,0.0,0.0,8,1i6Mp62dM7,Shoulder Press,5VNEi381Bp,2018-11-06,fake_id_300
DubAR1xYB7,29.483539113316585,10.0,0.0,0.0,0.0,2,2WoFEdVB5z,Barbell Row,IIDHCEZotV,2018-08-15,fake_id_298
Tu2NeHgyJN,0.0,6.0,0.0,0.0,0.0,4,oDrVBLvCWD,V-Bar Pull Up,8iBtHe5fWL,2018-12-15,fake_id_291
xjYT0B4whN,10.0,15.0,0.0,0.0,0.0,2,uHw7cqva0o,Dumbbell Decline Fly,TnzMWgBtb4,2019-05-28,fake_id_287
s6fsAX6Zzf,0.0,15.0,0.0,0.0,0.0,2,s7hyAKfoBr,TRX Lateral Lunge,3ZEjS6ggrV,2019-01-01,fake_id_291
CsGbfIAfNQ,7.937875915123695,12.0,0.0,0.0,0.0,1,sXoE87aUZX,Dumbbell Squat To Shoulder Press,RXL78BTLXY,2019-07-15,fake_id_284
